0,3.05719,0.523599,2.7024,0.523599,1.1316,1.48639
1,3.05716,0.523686,2.7024,0.523609,1.13155,1.48638
2,3.05693,0.524278,2.70242,0.523675,1.13118,1.48629
3,3.05633,0.525813,2.70247,0.523844,1.13024,1.48607
4,3.05522,0.528661,2.70257,0.524157,1.1285,1.48566
5,3.05349,0.533115,2.70272,0.524641,1.12579,1.48503
6,3.05104,0.539393,2.70293,0.52532,1.12195,1.48414
7,3.04783,0.547632,2.70321,0.526205,1.11693,1.48297
8,3.04383,0.557895,2.70357,0.527302,1.11066,1.48151
9,3.03906,0.570175,2.70402,0.528611,1.10315,1.47976
10,3.03354,0.584407,2.70455,0.530121,1.09444,1.47772
11,3.02733,0.600474,2.70517,0.531819,1.08459,1.4754
12,3.02049,0.618225,2.70589,0.533686,1.07367,1.47282
13,3.0131,0.637484,2.7067,0.535698,1.06181,1.46999
14,3.00523,0.658059,2.7076,0.537828,1.0491,1.46696
15,2.99696,0.679752,2.70859,0.540048,1.03568,1.46375
16,2.98837,0.702367,2.70967,0.542328,1.02165,1.46039
17,2.97952,0.725714,2.71083,0.544636,1.00715,1.45692
18,2.97048,0.749612,2.71207,0.546942,0.992301,1.45338
19,2.96129,0.77389,2.71337,0.549216,0.977211,1.4498
20,2.952,0.798394,2.71473,0.551429,0.961996,1.44623
21,2.94265,0.822979,2.71614,0.553555,0.946761,1.44269
22,2.93327,0.847517,2.71758,0.55557,0.931606,1.43924
23,2.92387,0.871894,2.71904,0.557451,0.916625,1.4359
24,2.91448,0.896005,2.72051,0.559179,0.901905,1.4327
25,2.9051,0.919763,2.72197,0.560738,0.887526,1.42969
26,2.89574,0.943088,2.7234,0.562115,0.87356,1.42687
27,2.8864,0.965916,2.7248,0.563299,0.860073,1.42429
28,2.87708,0.98819,2.72615,0.564282,0.847119,1.42196
29,2.86777,1.00987,2.72743,0.565059,0.834747,1.4199
30,2.85848,1.03092,2.72865,0.565629,0.822994,1.41811
31,2.84919,1.05131,2.72978,0.565991,0.811887,1.41662
32,2.8399,1.07104,2.73083,0.566149,0.801442,1.41541
33,2.83061,1.09011,2.73178,0.56611,0.791662,1.4145
34,2.82132,1.10853,2.73264,0.565883,0.782538,1.41386
35,2.81203,1.12631,2.73342,0.565482,0.774045,1.41349
36,2.80274,1.1435,2.73411,0.564922,0.766143,1.41336
37,2.79346,1.16015,2.73473,0.564225,0.758773,1.41343
38,2.78421,1.17632,2.73529,0.563416,0.75186,1.41368
39,2.77498,1.1921,2.7358,0.562527,0.745307,1.41406
40,2.76581,1.20759,2.7363,0.561593,0.738996,1.4145
41,2.75659,1.22304,2.73677,0.560698,0.732758,1.41492
42,2.74704,1.23873,2.73719,0.560077,0.726612,1.41512
43,2.73691,1.25478,2.73748,0.559979,0.720702,1.41493
44,2.72596,1.27126,2.73761,0.560624,0.715163,1.41415
45,2.71403,1.28823,2.73753,0.562197,0.710121,1.41266
46,2.70097,1.30572,2.73721,0.564848,0.705698,1.41033
47,2.68668,1.32371,2.73664,0.568688,0.702006,1.40706
48,2.67106,1.34218,2.73582,0.573789,0.699154,1.40278
49,2.65407,1.36107,2.73477,0.580181,0.697243,1.39744
50,2.6357,1.38033,2.7335,0.587854,0.696366,1.39103
51,2.61594,1.39983,2.73207,0.596761,0.696612,1.38356
52,2.59484,1.41949,2.73054,0.60682,0.698057,1.37503
53,2.57245,1.43917,2.72896,0.617922,0.700768,1.36551
54,2.54884,1.45875,2.72741,0.629929,0.7048,1.35505
55,2.52412,1.47808,2.72597,0.642684,0.71019,1.34373
56,2.49841,1.49702,2.72474,0.656014,0.71696,1.33164
57,2.47182,1.51545,2.72379,0.669733,0.725112,1.31887
58,2.44452,1.53324,2.72321,0.683647,0.734628,1.30553
59,2.41666,1.55027,2.72309,0.697555,0.745464,1.29174
60,2.3884,1.56643,2.72352,0.711252,0.757555,1.27762
61,2.36008,1.58134,2.72459,0.724505,0.770964,1.26329
62,2.33259,1.59355,2.72642,0.737016,0.786251,1.24895
63,2.30685,1.60167,2.72913,0.748515,0.803869,1.23475
64,2.28369,1.60467,2.73277,0.75879,0.824029,1.22083
65,2.26382,1.60182,2.7374,0.767671,0.846749,1.20732
66,2.24781,1.59268,2.74303,0.775031,0.871902,1.19432
67,2.23614,1.57699,2.74967,0.780776,0.899265,1.18194
68,2.22911,1.55472,2.7573,0.784843,0.92856,1.17024
69,2.22692,1.52598,2.76589,0.787194,0.959491,1.15931
70,2.22962,1.491,2.77538,0.787817,0.991766,1.14919
71,2.23714,1.45013,2.78572,0.786721,1.02512,1.13995
72,2.2493,1.4038,2.79685,0.783935,1.05929,1.1316
73,2.26581,1.35251,2.80869,0.779506,1.09407,1.1242
74,2.28633,1.29682,2.82115,0.773498,1.12924,1.11774
75,2.31042,1.23737,2.83415,0.765993,1.1646,1.11224
76,2.33761,1.17485,2.8476,0.757085,1.19993,1.1077
77,2.36737,1.11,2.8614,0.746886,1.23501,1.10411
78,2.39914,1.04369,2.87544,0.735521,1.26956,1.10143
79,2.43228,0.97685,2.88963,0.723127,1.30326,1.09963
80,2.46612,0.910543,2.90386,0.709856,1.33573,1.09867
81,2.49992,0.845966,2.91802,0.69587,1.36651,1.0985
82,2.53287,0.784462,2.93201,0.681346,1.39505,1.09904
83,2.56412,0.727507,2.9457,0.66647,1.42076,1.10022
84,2.59276,0.676651,2.959,0.651436,1.44298,1.10195
85,2.61793,0.633378,2.9718,0.636446,1.46108,1.10414
86,2.63894,0.598858,2.98398,0.62171,1.4746,1.1067
87,2.65538,0.573617,2.99544,0.607437,1.48339,1.10951
88,2.66738,0.55719,3.00608,0.593832,1.48782,1.11248
89,2.67563,0.547902,3.01582,0.581094,1.48885,1.11548
90,2.68145,0.542836,3.02456,0.569405,1.48811,1.11842
91,2.68631,0.53877,3.03226,0.558926,1.48731,1.1212
92,2.69051,0.535076,3.03887,0.549785,1.4868,1.12373
93,2.69403,0.531847,3.04437,0.542067,1.48651,1.12595
94,2.69687,0.529151,3.04877,0.535813,1.48636,1.12781
95,2.69905,0.527021,3.05212,0.531005,1.48632,1.12927
96,2.7006,0.52546,3.05449,0.527563,1.48632,1.13034
97,2.70161,0.52443,3.05601,0.525343,1.48635,1.13104
98,2.70215,0.523859,3.05683,0.524137,1.48638,1.13142
99,2.70236,0.523633,3.05714,0.523669,1.48639,1.13158
100,2.7024,0.523599,3.05719,0.523599,1.48639,1.1316
